participant_id,version,summary_ko
participant_RECORD_20250515__1_AUG019,v3,"‘놀람’ 감정은 어이가 없는 수준으로 가슴까지 차오르는 상태로 관찰되었습니다. 이완은 초반에 낮고 후반에 상승하며, 스트레스는 급격히 감소하는 정서 흐름이 확인됩니다. 이는 강한 자극 이후 점진적인 정서 안정으로 이어진 회복형 반응으로 해석됩니다."
participant_RECORD_20250515__1_AUG019,v4,"주요 감정은 ‘놀람’으로 분류됩니다. 감정 강도는 어이가 없는 수준으로 가슴까지 차오르는 정도로 해석됩니다. 스트레스는 초기 높고 후반에 완화되었으며, 이완은 점차 상승했습니다. 전반적으로 자극 이후 안정으로 전환된 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG020,v1,"주요 감정은 ‘놀람’으로 분류되었으며, 이는 깜짝 놀란 감정이 무릎까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스와 집중이 보통 수준이었으나, 후반 단계에서 스트레스가 상승하고 이완이 감소한 것으로 보입니다. 이는 감정적 긴장과 인지적 안정이 반대 방향으로 움직이며 균형이 일시적으로 깨진 상태로 해석됩니다."
participant_RECORD_20250515__1_AUG020,v2,"참가자는 ‘놀람’을 경험하였으며, 그 강도는 깜짝 놀란 정도로 무릎까지 차오르는 수준으로 해석됩니다. 이완은 중반까지 안정적으로 유지되었으나 후반에 낮아지며 긴장이 일시적으로 증가한 것으로 보입니다. 전반적으로 자극 반응이 있었으며 중간에 인지 기능이 유지되지 못했던 것으로 평가됩니다."
participant_RECORD_20250515__1_AUG020,v3,"‘놀람’ 감정은 깜짝 놀란 수준으로 무릎까지 차오르는 상태로 관찰되었습니다. 이완은 중반까지 유지되다가 후반에서 감소하며 각성이 상승한 흐름을 보였습니다. 이는 정서적 자극에 따른 긴장 반응이 일시적으로 강화된 비선형적 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG020,v4,"주요 감정은 ‘놀람’으로 분류됩니다. 감정 강도는 깜짝 놀란 수준으로 무릎까지 차오르는 정도로 해석됩니다. 이완은 중반까지 안정되었다가 후반 단계에서 낮아졌으며, 스트레스는 상승했습니다. 전반적으로 일시적 긴장이 강화된 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG021,v1,"주요 감정은 ‘싫음’으로 분류되었으며, 이는 역겨운 감정이 발목까지 차오르는 수준으로 해석됩니다. 초반에는 각성이 매우 높았으나, 이완은 보통 수준으로 유지되어 정서적 긴장과 신체적 안정이 엇갈린 양상을 보입니다. 후반으로 갈수록 전반적인 반응이 감소하며, 감정적 거부감이 점진적으로 완화된 것으로 해석됩니다."
participant_RECORD_20250515__1_AUG021,v2,"참가자는 ‘싫음’을 경험하였으며, 그 강도는 역겨운 수준으로 발목까지 차오르는 정도로 해석됩니다. 이완은 전반적으로 보통 수준을 유지하였고, 각성은 초반에 높았다가 점차 완화된 것으로 보입니다. 감정적 자극이 있었으나, 시간이 지나며 안정으로 회복된 점에서 긍정적인 조절 반응이 확인됩니다."
participant_RECORD_20250515__1_AUG021,v3,"‘싫음’ 감정은 역겨운 수준으로 발목까지 차오르는 상태로 관찰되었습니다. 초반의 높은 각성과 낮은 인지 참여가 특징적이며, 중반 이후 감정 강도가 완화되는 하향 흐름이 나타났습니다. 이는 정서적 거부 반응 이후 점진적 감정 안정이 이루어진 회복형 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG021,v4,"주요 감정은 ‘싫음’으로 분류됩니다. 감정 강도는 역겨운 수준으로 발목까지 차오르는 정도로 해석됩니다. 각성은 초반에 매우 높고 후반으로 갈수록 완화되었습니다. 전반적으로 감정적 거부감이 점차 줄어든 안정적 회복 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG022,v1,"주요 감정은 ‘기쁨’으로 분류되었으며, 이는 신나는 감정이 무릎까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스가 다소 높고 이완이 낮았으나, 중·후반으로 갈수록 이완과 흥미가 상승한 흐름이 나타났습니다. 정서적 긴장에서 시작해 점차 안정과 몰입으로 전환된 상반된 변화가 관찰됩니다."
participant_RECORD_20250515__1_AUG022,v2,"참가자는 ‘기쁨’을 경험하였으며, 그 강도는 신나는 정도로 무릎까지 차오르는 수준으로 해석됩니다. 이완은 점차 상승하였고, 흥미와 몰입이 함께 높아지며 정서적 안정이 형성된 것으로 보입니다. 초기의 긴장감을 극복하고 긍정적인 몰입 상태로 전환된 안정적 흐름이 확인됩니다."
participant_RECORD_20250515__1_AUG022,v3,"‘기쁨’ 감정은 신나는 수준으로 무릎까지 차오르는 상태로 관찰되었습니다. 초반의 긴장과 낮은 이완이 중반 이후 점진적으로 완화되어, 인지적 안정과 정서적 고양이 조화를 이룬 흐름이 나타났습니다. 이는 긍정 정서의 확장과 몰입으로 이어진 플로우형 반응으로 해석됩니다."
participant_RECORD_20250515__1_AUG022,v4,"주요 감정은 ‘기쁨’으로 분류됩니다. 감정 강도는 신나는 수준으로 무릎까지 차오르는 정도로 해석됩니다. 이완은 중반 이후 상승했으며, 흥미와 집중은 높은 수준으로 유지되었습니다. 전반적으로 긴장에서 안정으로 전환된 긍정적 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG023,v1,"주요 감정은 ‘두려움’으로 분류되었으며, 이는 불안한 감정이 온 몸을 가득 채운 수준으로 해석됩니다. 이완은 중반에 높았다가 후반 단계에서 다소 낮아진 것으로 보입니다. 중반의 높은 몰입과 흥미가 후반에서 급격히 저하되며, 정서적 긴장과 에너지 소모가 함께 나타난 상반된 반응이 관찰됩니다."
participant_RECORD_20250515__1_AUG023,v2,"참가자는 ‘두려움’을 경험하였으며, 그 강도는 불안한 수준으로 온 몸을 가득 채운 정도로 해석됩니다. 이완은 중반에 높고, 후반에는 다소 낮아져 감정적 긴장 완화 이후 피로가 뒤따른 것으로 보입니다. 전반적으로 감정적 자극이 있었으나, 일정 구간에서는 안정적 조절이 이루어진 긍정적 반응으로 평가됩니다."
participant_RECORD_20250515__1_AUG023,v3,"‘두려움’ 감정은 불안한 수준으로 온 몸을 가득 채운 상태로 관찰되었습니다. 이완은 중반에서 높게 유지되었으나, 후반 단계에서 감소하며 각성이 다시 높아지는 흐름을 보였습니다. 이는 감정적 안정 후 긴장으로 재전환된 복합적 정서 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG023,v4,"주요 감정은 ‘두려움’으로 분류됩니다. 감정 강도는 불안한 수준으로 온 몸을 가득 채운 정도로 해석됩니다. 이완은 중반에 높고 후반에 낮아졌으며, 흥미와 집중은 중반에 가장 높았습니다. 전반적으로 안정 후 긴장으로 전환된 복합적 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG024,v1,"주요 감정은 ‘기쁨’으로 분류되었으며, 이는 신나는 감정이 허리까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스가 보통 수준이었으나, 중반에 높아졌다가 후반 단계에서 급격히 완화된 것으로 보입니다. 이완이 뚜렷하게 상승하며 정서적 안정으로 전환된 반면, 각성은 낮아져 활력이 완화된 형태로 나타납니다."
participant_RECORD_20250515__1_AUG024,v2,"참가자는 ‘기쁨’을 경험하였으며, 그 강도는 신나는 수준으로 허리까지 차오르는 정도로 해석됩니다. 초중반에는 긴장이 있었으나, 후반 단계에서 이완이 높아지고 집중이 안정적으로 유지된 것으로 보입니다. 감정적 자극 이후 정서적 안정과 몰입이 조화롭게 이어진 긍정적인 흐름으로 평가됩니다."
participant_RECORD_20250515__1_AUG024,v3,"‘기쁨’ 감정은 신나는 수준으로 허리까지 차오르는 상태로 관찰되었습니다. 이완은 후반에 급격히 상승하며 안정적 회복 흐름을 보였고, 집중과 몰입은 지속적으로 높은 수준을 유지했습니다. 이는 정서적 각성에서 안정으로 이행되는 이상적인 긍정 정서 흐름으로 해석됩니다."
participant_RECORD_20250515__1_AUG024,v4,"주요 감정은 ‘기쁨’으로 분류됩니다. 감정 강도는 신나는 수준으로 허리까지 차오르는 정도로 해석됩니다. 스트레스는 중반에 높고 후반에 낮았으며, 이완은 후반 단계에서 급격히 상승했습니다. 전반적으로 긴장에서 안정으로 이어진 긍정적 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG025,v1,"주요 감정은 ‘슬픔’으로 분류되었으며, 이는 속상한 감정이 가슴까지 차오르는 수준으로 해석됩니다. 이완은 초반에 높았으나 중반 단계에서 급격히 낮아졌다가 후반에 다소 회복된 흐름을 보였습니다. 정서적 안정과 긴장이 반복되며, 감정적 회복이 완전하지는 않지만 일정한 균형을 되찾으려는 움직임이 나타납니다."
participant_RECORD_20250515__1_AUG025,v2,"참가자는 ‘슬픔’을 경험하였으며, 그 강도는 속상한 수준으로 가슴까지 차오르는 정도로 해석됩니다. 이완이 초반에는 높았다가 일시적으로 낮아졌지만 후반에 점차 안정으로 회복된 것으로 보입니다. 감정적 변동이 있었으나, 결과적으로 안정된 흐름으로 마무리된 점에서 긍정적 회복 반응이 관찰됩니다."
participant_RECORD_20250515__1_AUG025,v3,"‘슬픔’ 감정은 속상한 수준으로 가슴까지 차오르는 상태로 관찰되었습니다. 초반의 안정된 이완이 중반에서 급격히 저하되었다가 후반에서 완만히 회복되는 비선형적 정서 흐름이 확인됩니다. 이는 정서적 긴장 이후 점진적 회복이 이루어진 감정 안정화 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG025,v4,"주요 감정은 ‘슬픔’으로 분류됩니다. 감정 강도는 속상한 수준으로 가슴까지 차오르는 정도로 해석됩니다. 이완은 초반에 높고 중반에 낮았다가 후반에 다소 회복되었습니다. 전반적으로 감정적 변동 후 안정화로 이어진 흐름이 나타났습니다."
participant_RECORD_20240911__,v1,"어이가 없는 놀람이 보고되지만, 초기 단계에서 흥분 지표만 다소 높은 편이고 나머지 지표들은 전반적으로 보통 수준에 머물러 정서 반응 대비 생체 지표의 대비가 나타납니다. 중간 단계에서는 집중 지표가 낮은 편으로 떨어지는데, 감정적 놀람이 존재함에도 몰입이 따라가지 못하는 불일치가 확인됩니다. 마지막 단계에서는 충만감이 무릎까지 차오르는 정도로 약하게 강화되지만 스트레스는 보통 수준에서 다소 상승, 흥분은 다시 보통 수준으로 낮아지는 등 지표 간 상반된 조정 흐름이 드러납니다."
participant_RECORD_20240911__,v2,"어이가 없는 놀람이 감지되었으나 전반적인 스트레스·이완·흥분·관심 지표가 모두 보통 수준으로 유지되어 큰 부담 없이 상황을 받아들이는 안정적 흐름으로 보입니다. 중간 단계에서 집중이 일시적으로 낮은 편으로 떨어지지만, 이는 과도한 긴장이나 불안이 아닌 자연스러운 주의 변화로 해석됩니다. 마지막 단계에서도 생체 지표는 보통 수준 안에서 부드럽게 조정되며 충만감이 무릎까지 차오르는 정도로 유지되어 전반적 균형이 견고한 모습입니다."
participant_RECORD_20240911__,v3,"초기 단계에서는 보통 수준의 스트레스·이완·관심 속에서 흥분이 다소 높아지며 놀람 정서가 형성되는 흐름이 관찰됩니다. 중간 단계로 이동하면서 전체 지표는 여전히 보통 수준을 유지하지만 집중이 낮은 편으로 감소하며 주의 흐름이 이완되는 전환이 나타납니다. 마지막 단계에서는 충만감이 무릎까지 차오르는 수준으로 약하게 강화되고 스트레스는 보통 수준에서 상승, 흥분은 보통 수준으로 완화되며 전체 지표의 미세한 재정렬이 이루어집니다."
participant_RECORD_20240911__,v4,"감정은 어이가 없는 놀람으로 나타났으며, 초기 단계에서는 흥분만 다소 높은 편, 나머지는 보통 수준입니다. 중간 단계에서는 집중이 낮은 편을 보이고 나머지 주요 지표들은 모두 보통 수준을 유지합니다. 마지막 단계에서는 충만감이 무릎까지 차오르는 정도로 이어지며 스트레스는 보통, 몰입·흥분·주의는 보통 수준의 안정적 상태로 정리됩니다."
participant_asdas,v1,"깜짝 놀란 감정이 나타났지만 초기 단계에서는 몰입이 매우 높은 수준인 반면 흥분은 보통 수준에 머물러 정서 반응과 생체 지표 간의 대비가 보입니다. 중간 단계에서는 흥분이 매우 낮은 편으로 떨어지지만 관심과 이완은 보통 수준을 유지하여 감정 강도 대비 활성 흐름이 일치하지 않는 모습이 드러납니다. 마지막 단계에서는 가슴까지 차오르는 충만감 속에서 스트레스와 흥분이 다소 높은 편으로 전환되지만 몰입은 보통 이하로 유지되며 지표 간 상반된 조정 흐름이 이어집니다."
participant_asdas,v2,"깜짝 놀란 감정이 관찰되었으나 초기 단계에서 이완과 집중은 보통 수준을 유지하여 전반적으로 안정적인 반응을 보인 것으로 해석됩니다. 중간 단계에서는 흥분이 매우 낮은 편으로 나타나 과도한 긴장 없이 상황을 부드럽게 받아들이는 경향이 확인됩니다. 마지막 단계에서는 가슴까지 차오르는 충만감과 함께 흥분·스트레스가 다소 높아지지만 주요 지표는 전반적으로 균형을 유지하며 안정성이 이어집니다."
participant_asdas,v3,"초기 단계에서는 매우 높은 몰입과 보통 수준의 이완·흥분이 결합되며 놀람 정서가 형성되는 흐름을 보입니다. 중간 단계에서는 흥분이 매우 낮은 편으로 감소하는 동시에 관심과 이완은 보통 수준을 유지하며 감정의 활성 흐름이 부드럽게 완화됩니다. 마지막 단계에서는 가슴까지 차오르는 충만감을 기반으로 스트레스와 흥분이 다소 상승하고 집중이 보통 수준에서 강화되며 전체 지표가 다시 활기를 띠는 전환이 나타납니다."
participant_asdas,v4,"감정은 깜짝 놀란 감정으로 나타나며 초기 단계에서는 몰입이 매우 높고 관심과 집중은 보통 수준을 보입니다. 중간 단계에서는 흥분만 매우 낮아지고 다른 지표는 보통 수준에서 유지됩니다. 마지막 단계에서는 가슴까지 차오르는 충만감 속에서 스트레스와 흥분이 다소 높아지고 주요 지표가 전반적으로 안정된 흐름을 보입니다."
participant_3305,v1,"속상한 슬픔이 드러나지만 초기 단계에서는 스트레스와 이완이 매우 낮은 반면 집중은 매우 높은 수준으로 나타나 정서와 생체 반응 간의 큰 간극이 확인됩니다. 중간 단계에서는 슬픔 강도가 발목까지 차오르는 수준임에도 흥분·관심·집중이 모두 높게 유지되어 감정적 침체와 활성 지표의 상반된 흐름이 도드라집니다. 마지막 단계에서는 충만감이 허리까지 차오르는 정도로 강화되지만 지표 구성은 중간 단계와 동일하게 유지되어 정서 변화와 생체 지표 간의 불균형이 지속됩니다."
participant_3305,v2,"속상한 슬픔이 관찰되었지만 초기 단계에서 몰입과 집중이 각각 보통에서 매우 높은 수준을 유지하여 전반적인 기능적 안정성이 드러납니다. 중간 단계에서는 이완이 매우 낮음에도 불구하고 관심·몰입·집중이 높게 유지되어 심리적 회복력이 돋보입니다. 마지막 단계에서는 충만감이 허리까지 차오르며 지표가 일정하게 유지되어 균형 있는 상태가 지속되는 긍정적 흐름으로 판단됩니다."
participant_3305,v3,"초기 단계에서는 스트레스와 이완이 매우 낮은 상태에서 흥분이 높고 집중이 매우 높아 활성 중심의 긴장된 흐름이 형성됩니다. 중간 단계로 이동하며 슬픔은 발목까지 차오르지만 흥분·관심·몰입·집중이 모두 높게 유지되어 정서와 지표 간의 긴밀한 상승 흐름이 나타납니다. 마지막 단계에서는 충만감이 허리까지 차오르며 동일한 수준의 지표가 유지되어 전체 흐름이 안정적으로 고정되는 양상으로 보입니다."
participant_3305,v4,"감정은 속상한 슬픔으로 나타났으며 초기 단계에서는 스트레스와 이완이 매우 낮고 흥분은 높으며 집중은 매우 높은 수준입니다. 중간 단계에서는 슬픔 강도가 낮은 편임에도 흥분·관심·몰입·집중이 모두 높은 수준으로 유지됩니다. 마지막 단계에서는 충만감이 허리까지 차오르며 중간 단계와 동일한 활성 지표 구성이 이어져 고른 상태로 정리됩니다."
participant_3306,v1,"‘편안한’ 정서가 나타나지만 모든 생체 지표가 매우 낮은 값에서 균일하게 유지되어 정서 표현과 생리 반응 간의 큰 변화는 확인되지 않습니다. 단계가 진행되어도 스트레스와 각성 요소가 동일 수치로 유지되어 정서적 변동성이 거의 없는 상태입니다. 신체 감각은 ‘발목까지 차오르는’ 정도로 약하게 표현되며 생체 반응 또한 안정적으로 유지됩니다. 이러한 수치는 정서적 편안함과 최소한의 생체 자극이 공존하는 형태로 해석될 수 있지만 측정 오류의 가능성을 고려해야합니다."
participant_3306,v2,"“편안한 행복감” 속에서도 스트레스와 긴장, 집중과 같은 지표들이 모두 매우 낮은 수준으로 나타나 과도한 부담이나 소모가 없었던 상태로 판단됩니다. 이후 단계에서도 유사한 지표 수준이 유지되면서 감정적 안정성과 평온함이 지속되는 양상이 보입니다. 전체적으로 최소한의 생체 반응으로도 만족스러운 행복감이 유지된 긍정적 상태로 해석됩니다."
participant_3306,v3,"초기 단계에서는 행복 정서가 제시되며 모든 지표가 매우 낮은 수준에서 시작해 극도로 안정적인 반응 흐름을 보입니다. 이후 단계에서도 충만감은 “편안한” 정도로 완만하게 제시되지만 주요 지표는 변동 없이 매우 낮은 수준으로 유지됩니다. 마지막 단계에서는 충만감이 “만족스러운” 수준으로 완화되며 생체 지표 전반은 계속해서 거의 변화 없는 안정 흐름을 형성합니다."
participant_3306,v4,"정서는 “편안한 행복감”이며 스트레스·참여도·이완·흥분·집중이 모두 매우 낮은 수준으로 유지됩니다. 단계가 진행될수록 충만감은 “만족스러운” 정도로 낮아지지만 생체 지표는 동일하게 극도로 낮은 상태입니다. 전반적으로 감정은 조용하게 유지되며 생체 반응은 거의 나타나지 않는 안정 상태로 정리됩니다."
participant_1115,v1,"만족스러운 행복감이 보고되었지만 초기 단계에서는 스트레스와 이완이 매우 낮은 수준인데 반해 흥분과 집중은 높아 정서와 생체 지표가 서로 다른 방향을 보입니다. 중간 단계에서도 동일한 구성으로 지표가 유지되면서 감정의 안정적 흐름과 활성 지표 사이의 미세한 불일치가 지속됩니다. 마지막 단계에서는 허리까지 차오르는 충만감 속에서 이완과 집중이 보통 이상으로 상승하고 스트레스도 낮은 편으로 전환되며 전 단계와는 다른 조정 흐름이 나타납니다."
participant_1115,v2,"만족스러운 행복감이 감지되며 초기 단계에서 몰입과 집중이 높은 수준을 보여 기능적으로 안정된 긍정적 상태를 유지한 것으로 해석됩니다. 중간 단계에서도 지표 구성이 그대로 유지되어 과도한 긴장 없이 행복감을 안정적으로 경험한 흐름이 이어집니다. 마지막 단계에서는 허리까지 차오르는 충만감과 함께 관심과 몰입이 보통 이상으로 높아지고 이완이 회복되며 긍정적 균형이 강화됩니다."
participant_1115,v3,"초기 단계에서는 매우 낮은 스트레스와 이완 속에서 흥분·관심·집중이 높은 수준으로 나타나 활성 중심의 밝은 흐름이 형성됩니다. 중간 단계로 이동해도 동일한 구성의 지표가 유지되며 행복감이 안정적으로 지속되는 연속적 흐름을 보입니다. 마지막 단계에서는 허리까지 차오르는 충만감과 함께 이완이 보통 수준으로 상승하고 관심이 매우 높은 수준으로 강화되며 정서·생체 상태가 확장되는 전환이 나타납니다."
participant_1115,v4,"감정은 만족스러운 행복감으로 나타났으며 초기 단계에서는 스트레스와 이완이 매우 낮고 흥분·몰입·집중이 높은 수준입니다. 중간 단계는 동일한 구성이 유지됩니다. 마지막 단계에서는 허리까지 차오르는 충만감과 함께 이완이 보통 수준으로 높아지고 관심과 집중이 높은 범위에서 유지됩니다."
participant_1325,v1,"섭섭한 분노가 나타났지만 초기 단계에서는 스트레스와 이완이 매우 낮은 반면 흥분·관심·집중은 매우 높은 수준으로 정서와 생체 지표 간의 강한 대비가 확인됩니다. 중간 단계에서는 분노 강도가 발목 수준임에도 몰입·관심·집중이 모두 높은 수준으로 유지되어 감정적 긴장과 활성 흐름의 불일치가 두드러집니다. 마지막 단계에서는 가슴까지 차오르는 충만감 속에서 스트레스는 보통 수준으로 상승하고 흥분은 보통 범위로 완화되며 활성 지표가 조정되지만 여전히 감정과 반응의 비대칭이 남아 있습니다."
participant_1325,v2,"섭섭한 분노가 보고되었으나 초기 단계에서 몰입·관심·집중이 모두 높은 수준을 보여 기능적으로는 안정적이며 조절된 상태를 유지한 것으로 해석됩니다. 중간 단계에서도 스트레스가 낮고 주요 활성 지표는 높은 수준을 유지해 과도한 긴장 없이 상황을 처리하는 긍정적 흐름이 확인됩니다. 마지막 단계에서는 가슴까지 차오르는 충만감과 함께 주요 지표가 보통에서 높음 범위로 조정되며 균형 잡힌 반응 패턴이 강화됩니다."
participant_1325,v3,"초기 단계에서는 매우 낮은 스트레스와 이완 속에서 흥분·관심·집중이 매우 높은 수준으로 치솟아 강하게 활성 중심의 흐름이 형성됩니다. 중간 단계에서는 충만감이 아직 낮음에도 불구하고 몰입·관심·집중이 모두 높은 수준으로 유지되며 정서적 긴장이 안정적으로 이어집니다. 마지막 단계에서는 가슴까지 차오르는 충만감과 함께 스트레스가 보통 수준으로 상승하고 흥분과 집중은 보통에서 높은 수준으로 재정렬되며 전체 흐름이 부드럽게 조정됩니다."
participant_1325,v4,"감정은 섭섭한 분노로 나타났으며 초기 단계에서는 스트레스와 이완이 매우 낮고 흥분·관심·집중이 매우 높은 수준입니다. 중간 단계에서는 스트레스가 낮고 관심·몰입·집중이 모두 높은 수준으로 유지됩니다. 마지막 단계에서는 가슴까지 차오르는 충만감 속에서 스트레스가 보통 수준으로 높아지고 흥분·집중은 보통에서 높은 범위로 정리됩니다."
participant_1416,v1,"분노로 가득찬 감정이 나타났지만 초기 단계에서는 스트레스와 이완이 매우 낮은 반면 흥분·관심·집중은 높은 수준으로 정서와 생체 반응 간의 강한 대비가 드러납니다. 중간 단계에서는 충만감이 온 몸을 가득 채우는 수준임에도 흥분과 관심이 보통 범위로 조정되며 감정 강도 대비 활성 흐름의 불균형이 확인됩니다. 마지막 단계에서도 동일한 지표 구성이 반복되어 정서적 강도는 최고 수준이지만 생체 반응은 비교적 안정된 보통 범위에 머무르는 상반된 패턴이 지속됩니다."
participant_1416,v2,"분노로 가득찬 감정이 보고되었으나 초기 단계에서 몰입·관심·집중이 높은 수준으로 유지되어 기능적으로는 안정적인 상태를 보인 것으로 해석됩니다. 중간 단계에서는 충만감이 온 몸을 가득 채우는 수준에 이르면서도 흥분과 관심이 보통 수준으로 유지되어 과도한 긴장 없이 조절된 흐름이 이어집니다. 마지막 단계에서도 동일한 지표가 반복되어 강한 감정 속에서도 전체적인 균형이 유지되는 긍정적 안정성이 확인됩니다."
participant_1416,v3,"초기 단계에서는 매우 낮은 스트레스와 이완 속에서 흥분·관심·집중이 높은 수준으로 상승하며 활성 중심의 강한 흐름이 형성됩니다. 중간 단계에서는 온 몸을 가득 채운 충만감과 함께 흥분과 관심이 보통 수준으로 조정되며 정서 강도와 생체 지표가 재배치되는 전환이 나타납니다. 마지막 단계에서는 동일한 구성의 지표가 유지되어 전체 흐름이 안정적으로 고정되며 강한 감정이 일정한 패턴으로 지속됩니다."
participant_1416,v4,"감정은 분노로 가득찬 상태로 나타났으며 초기 단계에서는 스트레스와 이완이 매우 낮고 흥분·관심·집중이 높은 수준입니다. 중간 단계에서는 충만감이 온 몸을 가득 채우는 수준이지만 흥분과 관심은 보통 수준으로 유지됩니다. 마지막 단계에서도 동일한 지표 구성이 반복되며 강한 감정 대비 안정된 생체 흐름이 관찰됩니다."
participant_1507,v1,"만족스러운 행복감이 나타났지만 초기 단계에서는 스트레스와 이완이 매우 낮은 반면 흥분·관심·집중이 매우 높은 수준으로 정서와 생체 지표 간의 뚜렷한 대비가 확인됩니다. 중간 단계에서는 충만감이 발목 수준임에도 이완과 집중이 높고 흥분도 다소 높은 수준을 유지해 감정 강도와 활성 지표 사이의 미묘한 불일치가 드러납니다. 마지막 단계에서는 가슴까지 차오르는 충만감이 형성되지만 지표 구성은 그대로 유지되어 정서적 변화 대비 생체 반응의 상반성이 지속됩니다."
participant_1507,v2,"만족스러운 행복감이 보고되었으며 초기 단계에서 몰입·관심·집중이 모두 매우 높은 수준을 보이며 긍정적이고 안정적인 기능적 흐름이 형성된 것으로 해석됩니다. 중간 단계에서는 충만감이 낮은 수준임에도 이완과 집중이 높게 유지되어 과도한 긴장 없이 편안한 조절 흐름이 이어집니다. 마지막 단계에서는 가슴까지 차오르는 충만감과 함께 주요 지표가 동일하게 유지되어 균형 잡힌 긍정적 상태가 강화됩니다."
participant_1507,v3,"초기 단계에서는 매우 낮은 스트레스와 이완 속에서 흥분·관심·집중이 매우 높은 수준으로 치솟으며 활기찬 흐름이 형성됩니다. 중간 단계에서는 충만감이 발목 수준임에도 이완과 집중이 높은 수준으로 전환되며 정서 강도와 생체 지표가 안정적으로 재배치됩니다. 마지막 단계에서는 가슴까지 차오르는 충만감 속에서 동일한 지표 패턴이 유지되며 전체 흐름이 부드럽게 고정되는 양상이 나타납니다."
participant_1507,v4,"감정은 만족스러운 행복감으로 나타났으며 초기 단계에서는 스트레스와 이완이 매우 낮고 흥분·관심·집중이 매우 높은 수준입니다. 중간 단계에서는 충만감이 낮은 편이지만 이완과 집중은 높은 수준을 유지합니다. 마지막 단계에서는 가슴까지 차오르는 충만감과 함께 지표 구성이 그대로 유지되어 안정적 흐름이 이어집니다."
participant_1208,v1,"전반적으로 “편안한 행복감”과 이후의 “가슴까지 차오르는 기쁜 행복감”이 나타나지만, 모든 생체 지표가 매우 낮은 수준에 머물러 정서 강도와 생체 반응이 불일치하는 특성이 확인됩니다. 특히 스트레스·참여·흥분·집중이 모두 거의 나타나지 않는 수준임에도 충만감은 오히려 상승하는 모순된 흐름이 두드러집니다. 이러한 양상은 감정적 표현은 강화되지만 생체 지표는 극도로 안정된 상태로 제한된 것으로 해석됩니다."
participant_1208,v2,"“편안한 행복감”이 형성된 가운데 스트레스와 집중 등 모든 지표가 매우 낮은 수준으로 유지되어 부담 없이 안정적인 정서가 유지된 것으로 보입니다. 마지막 단계에서 충만감이 “가슴까지 차오르는” 정도로 증가했음에도 생체 반응은 흔들림 없이 일정해 긍정적 안정성을 확인할 수 있습니다. 전체적으로 낮은 생체 반응 속에서도 행복감이 확장되는 평온한 흐름으로 해석됩니다."
participant_1208,v3,"초기 단계에서는 행복 정서가 제시되며 모든 지표가 매우 낮은 수준으로 시작해 극도로 안정된 반응 흐름을 형성합니다. 이어지는 단계에서도 충만감은 “편안한” 정도로 유지되며 생체 반응은 변동 없이 동일한 낮은 수준으로 이어집니다. 마지막 단계에서는 충만감이 “가슴까지 차오르는” 수준으로 상승하지만 생체 지표는 모두 매우 낮은 상태로 안정화되어 감정만 확장되는 독특한 전환 흐름이 나타납니다."
participant_1208,v4,"정서는 “편안한 행복감”에서 “가슴까지 차오르는 기쁜 행복감”으로 변화하며, 스트레스·흥분·참여·이완·집중 등 모든 지표는 매우 낮은 수준입니다. 단계가 증가함에도 생체 지표는 거의 흔들림 없이 동일하게 유지됩니다. 전체적으로 감정 강도만 상승하고 생체 반응은 극도로 낮은 안정 상태로 요약됩니다."
participant_1218,v1,"초기 단계에서 “편안한 행복감”이 나타나는 가운데 각성·집중·흥분은 매우 높지만 이완은 극도로 낮아 상반된 긴장 패턴이 공존합니다. 다음 단계에서는 이완이 매우 높은 수준으로 급격히 상승하는 반면 스트레스는 여전히 낮아 정서적 편안함과 생체 지표 간의 불균형이 두드러집니다. 마지막 단계에서도 충만감이 “가슴까지 차오르는 기쁜 행복감”으로 확대되지만 집중과 참여는 높고 스트레스는 낮은 독특한 조합이 유지되는 흐름으로 해석됩니다."
participant_1218,v2,"전반적으로 높은 참여도와 집중 속에서도 스트레스가 매우 낮게 유지되어 행복한 정서가 부담 없이 안정적으로 형성된 것으로 판단됩니다. 중간 단계에서는 이완 지표가 매우 높은 수준으로 상승하여 정서적 회복력과 안정감이 강화된 양상을 보입니다. 최종 단계에서도 충만감이 “가슴까지 차오르는” 정도로 확대되며 생체 반응은 낮은 스트레스와 높은 몰입 상태 사이에서 균형을 이루는 긍정적 상태로 해석됩니다."
